train_loss,train_acc,test_loss,test_acc
0.9945006330808004,0.6916666666666667,0.8662976384162903,0.8179347826086957
0.804522426923116,0.8583333333333333,0.70874525308609,0.8964673913043478
0.7365384538968404,0.84375,0.6040634632110595,0.9201086956521738
0.5920583407084147,0.91875,0.543901264667511,0.9513586956521738
0.5100640912850698,0.9395833333333333,0.4770879209041595,0.9451086956521738
