train_loss,train_acc,test_loss,test_acc
0.6176118105649948,0.7541666666666667,0.3818207034346415,0.8828804347826086
0.13327773076792557,0.95625,0.2519913144409657,0.88125
0.0988644531617562,0.9645833333333333,0.10265372097492217,0.9638586956521739
0.044586569691697754,0.9916666666666667,0.07291102779563516,0.9788043478260869
0.01716482543076078,0.9979166666666667,0.047500898863654585,0.9875
